booking_id,user_id,car_id,start_date,end_date,total_price,status,pickup_location,return_location,created_at
6339,1524,862,2025-10-30,2025-11-02,345.42,completed,Seattle,Seattle,2025-10-31 11:26:00.384896
6340,1924,6677,2025-10-30,2025-10-31,140.15,completed,Miami,Miami,2025-10-31 11:20:53.875686
6341,1272,2354,2025-10-30,2025-11-01,69.07,completed,Phoenix,Phoenix,2025-10-31 11:26:43.720055
6342,1105,5782,2025-10-30,2025-11-03,538.67,completed,Boston,Boston,2025-10-31 11:24:52.236010
6343,650,6452,2025-10-30,2025-11-04,704.94,completed,Chicago,Chicago,2025-10-31 11:25:44.601153
6344,441,9393,2025-10-30,2025-11-05,873.89,completed,Dallas,Dallas,2025-10-31 11:24:33.993090
6345,250,7098,2025-10-30,2025-11-02,347.59,completed,Boston,Boston,2025-10-31 11:24:43.621821
6346,1175,5599,2025-10-30,2025-10-31,88.47,completed,New York,New York,2025-10-31 11:21:03.288662
6347,1719,76,2025-10-30,2025-11-06,312.25,completed,Atlanta,Atlanta,2025-10-31 11:23:17.699720
6348,631,812,2025-10-30,2025-11-06,511.85,completed,Chicago,Chicago,2025-10-31 11:22:28.414333
6349,48,3971,2025-10-30,2025-11-06,445.62,completed,Miami,Miami,2025-10-31 11:24:54.129175
6350,819,4833,2025-10-30,2025-11-01,260.46,upcoming,Chicago,Chicago,2025-10-31 11:25:28.805566
6351,173,9020,2025-10-30,2025-11-06,1302.6,completed,Miami,Miami,2025-10-31 11:26:07.896029
6352,692,3389,2025-10-30,2025-10-31,206.32,completed,Los Angeles,Los Angeles,2025-10-31 11:25:31.925841
6353,645,2377,2025-10-30,2025-10-31,212.96,completed,Los Angeles,Los Angeles,2025-10-31 11:25:17.390071
6354,8,6258,2025-10-30,2025-11-03,627.98,upcoming,Boston,Boston,2025-10-31 11:25:56.361306
6355,474,8340,2025-10-30,2025-11-03,742.99,completed,Denver,Denver,2025-10-31 11:21:23.895316
6356,12,438,2025-10-30,2025-11-05,661.39,completed,Dallas,Dallas,2025-10-31 11:25:32.962268
6357,428,2461,2025-10-30,2025-11-03,196.16,upcoming,Chicago,Chicago,2025-10-31 11:24:41.310334
6358,1878,5094,2025-10-30,2025-11-01,131.4,completed,Los Angeles,Los Angeles,2025-10-31 11:26:45.433688
6359,662,1330,2025-10-30,2025-10-31,98.71,completed,Chicago,Chicago,2025-10-31 11:21:47.805234
6360,1195,2826,2025-10-30,2025-11-01,157.89,cancelled,Chicago,Chicago,2025-10-31 11:26:12.617960
6361,656,253,2025-10-30,2025-11-03,261.44,upcoming,Boston,Boston,2025-10-31 11:21:36.916081
6362,1276,1447,2025-10-30,2025-11-02,265.29,cancelled,Miami,Miami,2025-10-31 11:24:55.254019
6363,1866,1386,2025-10-30,2025-11-05,1533.41,completed,Denver,Denver,2025-10-31 11:26:48.566145
6364,1452,6700,2025-10-30,2025-11-03,537.26,cancelled,Seattle,Seattle,2025-10-31 11:22:07.042167
6365,1507,7011,2025-10-30,2025-10-31,73.99,completed,Phoenix,Phoenix,2025-10-31 11:22:24.859763
6366,1424,5933,2025-10-30,2025-11-03,189.56,cancelled,Atlanta,Atlanta,2025-10-31 11:23:33.207908
6367,1046,2301,2025-10-30,2025-11-02,531.91,completed,Chicago,Chicago,2025-10-31 11:21:36.681471
6368,162,4071,2025-10-30,2025-11-04,550.01,upcoming,Atlanta,Atlanta,2025-10-31 11:26:42.415665
6369,1054,730,2025-10-30,2025-11-03,708.93,upcoming,Boston,Boston,2025-10-31 11:20:59.341823
6370,95,6200,2025-10-30,2025-11-02,734.16,upcoming,Dallas,Dallas,2025-10-31 11:25:44.371547
6371,1268,5874,2025-10-30,2025-11-06,792.5,completed,Miami,Miami,2025-10-31 11:22:21.119543
6372,2000,9176,2025-10-30,2025-11-03,706.91,completed,Seattle,Seattle,2025-10-31 11:22:43.665193
6373,1292,2030,2025-10-30,2025-11-02,516.81,completed,Seattle,Seattle,2025-10-31 11:24:27.213782
6374,1262,7249,2025-10-30,2025-11-06,802.06,cancelled,Atlanta,Atlanta,2025-10-31 11:21:18.641541
6375,593,1518,2025-10-30,2025-11-04,335.98,completed,Phoenix,Phoenix,2025-10-31 11:23:10.949589
6376,1053,8067,2025-10-30,2025-10-31,56.81,completed,Atlanta,Atlanta,2025-10-31 11:26:21.180628
6377,772,8647,2025-10-30,2025-11-01,303.18,upcoming,Chicago,Chicago,2025-10-31 11:26:47.474578
6378,658,3123,2025-10-30,2025-11-02,282.08,upcoming,Chicago,Chicago,2025-10-31 11:26:51.669441
6379,1167,1800,2025-10-30,2025-11-04,1407.25,cancelled,Phoenix,Phoenix,2025-10-31 11:22:36.351556
6380,196,4352,2025-10-30,2025-11-05,1233.45,completed,Chicago,Chicago,2025-10-31 11:22:29.109698
6381,1689,7906,2025-10-30,2025-10-31,138.69,completed,Denver,Denver,2025-10-31 11:22:11.459778
6382,1557,9972,2025-10-30,2025-11-05,246.54,upcoming,Boston,Boston,2025-10-31 11:26:25.543886
6383,1003,8242,2025-10-30,2025-10-31,187.16,completed,New York,New York,2025-10-31 11:23:31.180736
6384,383,6794,2025-10-30,2025-10-31,153.64,upcoming,Atlanta,Atlanta,2025-10-31 11:25:03.954328
6385,1226,2351,2025-10-30,2025-11-01,135.15,cancelled,Atlanta,Atlanta,2025-10-31 11:25:02.001144
6386,1997,8719,2025-10-30,2025-11-01,447.63,completed,Los Angeles,Los Angeles,2025-10-31 11:24:20.415233
6387,809,1699,2025-10-30,2025-11-06,601.53,completed,Phoenix,Phoenix,2025-10-31 11:22:06.657928
6388,1195,1973,2025-10-30,2025-11-03,1060.88,completed,Phoenix,Phoenix,2025-10-31 11:22:25.653641
6389,885,4506,2025-10-30,2025-11-05,598.93,completed,Chicago,Chicago,2025-10-31 11:22:05.530027
6390,1693,7347,2025-10-30,2025-11-01,64.7,completed,Los Angeles,Los Angeles,2025-10-31 11:24:33.373279
6391,1440,869,2025-10-30,2025-11-01,275.09,completed,Boston,Boston,2025-10-31 11:26:28.735333
6392,836,6930,2025-10-30,2025-11-01,407.03,completed,Chicago,Chicago,2025-10-31 11:21:37.441835
6393,1860,976,2025-10-30,2025-11-03,556.49,completed,Miami,Miami,2025-10-31 11:22:02.629566
6394,740,4363,2025-10-30,2025-11-02,694.69,completed,Seattle,Seattle,2025-10-31 11:25:33.674560
6395,426,1220,2025-10-30,2025-11-01,405.35,upcoming,Denver,Denver,2025-10-31 11:21:52.338674
6396,745,2065,2025-10-30,2025-11-04,853.43,completed,Seattle,Seattle,2025-10-31 11:25:02.298253
6397,1852,4792,2025-10-30,2025-10-31,77.47,completed,Denver,Denver,2025-10-31 11:24:19.846769
6398,326,5717,2025-10-30,2025-11-06,1109.65,upcoming,Phoenix,Phoenix,2025-10-31 11:21:34.915016
6399,566,5091,2025-10-30,2025-11-06,617.61,completed,Seattle,Seattle,2025-10-31 11:24:18.169267
6400,706,3313,2025-10-30,2025-11-05,1187.34,completed,Chicago,Chicago,2025-10-31 11:25:35.500556
6401,1652,613,2025-10-30,2025-11-05,1178.54,completed,Denver,Denver,2025-10-31 11:24:05.080333
6402,190,4101,2025-10-30,2025-11-02,393.87,completed,Chicago,Chicago,2025-10-31 11:26:25.520375
6403,1351,2880,2025-10-30,2025-10-31,101.03,upcoming,Dallas,Dallas,2025-10-31 11:22:25.801317
6404,762,6797,2025-10-30,2025-11-02,780.19,completed,Phoenix,Phoenix,2025-10-31 11:24:29.678364
6405,1558,9253,2025-10-30,2025-11-05,458.8,completed,Denver,Denver,2025-10-31 11:21:01.358121
6406,895,9781,2025-10-30,2025-11-03,1135.57,cancelled,New York,New York,2025-10-31 11:23:29.273737
6407,1381,9739,2025-10-30,2025-11-02,605.01,upcoming,Chicago,Chicago,2025-10-31 11:21:27.230108
6408,484,7631,2025-10-30,2025-11-02,139.74,completed,Seattle,Seattle,2025-10-31 11:22:33.927855
6409,1311,7268,2025-10-30,2025-11-06,1317.1,upcoming,Chicago,Chicago,2025-10-31 11:22:22.744356
6410,12,199,2025-10-30,2025-11-01,433.88,completed,Dallas,Dallas,2025-10-31 11:22:26.640103
6411,1751,2507,2025-10-30,2025-11-03,140.98,upcoming,Chicago,Chicago,2025-10-31 11:26:31.292114
6412,817,4135,2025-10-30,2025-11-04,1026.82,completed,Boston,Boston,2025-10-31 11:25:03.710874
6413,1687,7808,2025-10-30,2025-11-03,538.1,completed,Miami,Miami,2025-10-31 11:22:12.217300
6414,1660,2304,2025-10-30,2025-11-06,1211.93,completed,Phoenix,Phoenix,2025-10-31 11:25:56.002548
6415,930,817,2025-10-30,2025-11-02,635.37,completed,Miami,Miami,2025-10-31 11:26:36.239522
6416,1393,454,2025-10-30,2025-11-06,621.34,completed,Boston,Boston,2025-10-31 11:23:55.445622
6417,1301,2211,2025-10-30,2025-11-04,1316.35,completed,Denver,Denver,2025-10-31 11:22:09.755928
6418,812,6868,2025-10-30,2025-11-05,1190.45,upcoming,Seattle,Seattle,2025-10-31 11:26:17.954705
6419,1732,9422,2025-10-30,2025-11-01,519.95,cancelled,Boston,Boston,2025-10-31 11:22:26.393878
6420,1881,337,2025-10-30,2025-11-03,359.18,completed,Atlanta,Atlanta,2025-10-31 11:26:46.649784
6421,1807,6299,2025-10-30,2025-11-04,863.86,completed,Los Angeles,Los Angeles,2025-10-31 11:24:08.871692
6422,278,2023,2025-10-30,2025-11-05,466.51,completed,Los Angeles,Los Angeles,2025-10-31 11:24:45.274328
6423,1302,9785,2025-10-30,2025-11-01,487.93,completed,Phoenix,Phoenix,2025-10-31 11:25:37.183112
6424,1951,7755,2025-10-30,2025-11-05,1358.37,upcoming,Dallas,Dallas,2025-10-31 11:21:00.233518
6425,1888,6020,2025-10-30,2025-11-05,711.49,completed,Boston,Boston,2025-10-31 11:21:44.818230
6426,1478,6346,2025-10-30,2025-11-02,621.32,completed,Boston,Boston,2025-10-31 11:21:54.708973
6427,538,9480,2025-10-30,2025-11-01,429.83,completed,New York,New York,2025-10-31 11:21:34.741081
6428,392,4694,2025-10-30,2025-11-06,482.36,completed,Chicago,Chicago,2025-10-31 11:26:25.050731
6429,974,552,2025-10-30,2025-11-04,1389.85,completed,New York,New York,2025-10-31 11:24:07.079815
6430,1317,9115,2025-10-30,2025-11-06,1129.51,completed,New York,New York,2025-10-31 11:24:11.076069
6431,1594,2176,2025-10-30,2025-11-05,760.77,cancelled,Phoenix,Phoenix,2025-10-31 11:23:43.534613
6432,1962,8741,2025-10-30,2025-10-31,181.24,upcoming,Seattle,Seattle,2025-10-31 11:24:15.126836
6433,1307,5287,2025-10-30,2025-11-03,322.59,completed,Denver,Denver,2025-10-31 11:20:58.089991
6434,455,7358,2025-10-30,2025-11-01,220.47,completed,Los Angeles,Los Angeles,2025-10-31 11:22:12.179467
6435,1516,1043,2025-10-30,2025-11-06,742.08,completed,Denver,Denver,2025-10-31 11:26:01.484671
6436,882,3344,2025-10-30,2025-11-05,1068.51,completed,Atlanta,Atlanta,2025-10-31 11:24:34.367026
6437,1760,3912,2025-10-30,2025-10-31,233.67,completed,Dallas,Dallas,2025-10-31 11:26:26.134778
6438,117,7150,2025-10-30,2025-10-31,239.89,completed,Atlanta,Atlanta,2025-10-31 11:25:05.499105
6439,1961,3301,2025-10-30,2025-11-04,892.34,completed,Boston,Boston,2025-10-31 11:24:44.778982
6440,1447,2216,2025-10-30,2025-11-02,735.69,upcoming,Seattle,Seattle,2025-10-31 11:21:13.499962
6441,57,6946,2025-10-30,2025-11-03,819.64,upcoming,Phoenix,Phoenix,2025-10-31 11:25:32.911833
6442,526,9880,2025-10-30,2025-11-06,792.28,completed,Denver,Denver,2025-10-31 11:24:13.706109
6443,122,8126,2025-10-30,2025-10-31,141.07,completed,Chicago,Chicago,2025-10-31 11:20:52.707192
6444,1096,1688,2025-10-30,2025-11-04,838.57,upcoming,Atlanta,Atlanta,2025-10-31 11:23:57.381728
6445,505,631,2025-10-30,2025-11-04,1062.45,upcoming,Denver,Denver,2025-10-31 11:21:52.487845
6446,1314,5013,2025-10-30,2025-11-01,345.04,completed,Phoenix,Phoenix,2025-10-31 11:23:21.789756
6447,1348,8931,2025-10-30,2025-11-02,571.86,completed,Chicago,Chicago,2025-10-31 11:25:12.497418
6448,1612,5255,2025-10-30,2025-11-01,493.54,completed,Boston,Boston,2025-10-31 11:24:44.774253
6449,491,9056,2025-10-30,2025-10-31,157.0,completed,New York,New York,2025-10-31 11:24:35.856857
6450,1930,3477,2025-10-30,2025-11-01,331.47,upcoming,Boston,Boston,2025-10-31 11:25:05.720155
6451,568,7188,2025-10-30,2025-11-04,179.89,completed,Dallas,Dallas,2025-10-31 11:23:55.231183
6452,321,827,2025-10-30,2025-11-01,153.35,completed,Denver,Denver,2025-10-31 11:21:45.377022
6453,1629,2564,2025-10-30,2025-10-31,49.33,completed,Chicago,Chicago,2025-10-31 11:25:47.210373
6454,1119,8021,2025-10-30,2025-11-06,946.09,upcoming,Dallas,Dallas,2025-10-31 11:23:05.139691
6455,1415,9784,2025-10-30,2025-11-02,266.96,completed,Seattle,Seattle,2025-10-31 11:24:17.591234
6456,548,1005,2025-10-30,2025-11-03,570.85,completed,Chicago,Chicago,2025-10-31 11:25:56.821558
6457,1827,7272,2025-10-30,2025-11-03,995.01,cancelled,Atlanta,Atlanta,2025-10-31 11:22:39.639225
6458,69,1868,2025-10-30,2025-11-03,469.69,completed,Denver,Denver,2025-10-31 11:22:20.427600
6459,1458,198,2025-10-30,2025-11-05,373.49,upcoming,Dallas,Dallas,2025-10-31 11:26:46.044694
6460,1412,5828,2025-10-30,2025-11-05,1008.24,completed,Seattle,Seattle,2025-10-31 11:21:05.404338
6461,1458,249,2025-10-30,2025-11-06,560.35,upcoming,Boston,Boston,2025-10-31 11:20:53.342289
6462,1210,3915,2025-10-30,2025-11-02,608.79,completed,Phoenix,Phoenix,2025-10-31 11:22:19.740826
6463,635,1878,2025-10-30,2025-10-31,160.55,completed,Chicago,Chicago,2025-10-31 11:23:53.688226
6464,440,1514,2025-10-30,2025-10-31,259.24,cancelled,Los Angeles,Los Angeles,2025-10-31 11:21:12.611278
6465,1642,7364,2025-10-30,2025-11-06,260.21,upcoming,Phoenix,Phoenix,2025-10-31 11:23:42.136363
6466,79,7432,2025-10-30,2025-11-06,958.43,completed,Chicago,Chicago,2025-10-31 11:22:54.854363
6467,1245,5151,2025-10-30,2025-11-05,792.72,cancelled,Boston,Boston,2025-10-31 11:23:01.885750
6468,177,9908,2025-10-30,2025-11-06,1262.02,completed,Dallas,Dallas,2025-10-31 11:23:53.679324
6469,1306,3829,2025-10-30,2025-11-03,880.7,upcoming,Miami,Miami,2025-10-31 11:24:47.604694
6470,1153,2383,2025-10-30,2025-11-03,461.61,completed,Boston,Boston,2025-10-31 11:24:53.460662
6471,375,4890,2025-10-30,2025-11-04,1160.29,completed,Atlanta,Atlanta,2025-10-31 11:23:14.323361
6472,1523,5631,2025-10-30,2025-11-06,302.31,completed,Dallas,Dallas,2025-10-31 11:21:11.985483
6473,1608,6590,2025-10-30,2025-10-31,48.99,completed,Dallas,Dallas,2025-10-31 11:22:04.134373
6474,724,603,2025-10-30,2025-10-31,250.57,cancelled,Miami,Miami,2025-10-31 11:22:55.044055
6475,338,225,2025-10-30,2025-10-31,61.08,upcoming,Miami,Miami,2025-10-31 11:26:39.359269
6476,564,4003,2025-10-30,2025-11-02,471.85,completed,Chicago,Chicago,2025-10-31 11:22:36.824083
6477,917,373,2025-10-30,2025-11-01,403.23,cancelled,Denver,Denver,2025-10-31 11:26:48.733719
6478,415,8570,2025-10-30,2025-11-06,674.55,completed,Miami,Miami,2025-10-31 11:22:25.172722
6479,1766,3419,2025-10-30,2025-11-05,441.68,cancelled,Phoenix,Phoenix,2025-10-31 11:23:03.591361
6480,1454,8790,2025-10-30,2025-11-03,966.94,completed,Dallas,Dallas,2025-10-31 11:25:53.895536
6481,469,1686,2025-10-30,2025-11-04,645.91,completed,Denver,Denver,2025-10-31 11:23:20.062515
6482,385,911,2025-10-30,2025-11-05,868.09,completed,New York,New York,2025-10-31 11:26:46.823692
6483,1111,3122,2025-10-30,2025-10-31,162.77,completed,Seattle,Seattle,2025-10-31 11:21:21.888823
6484,1684,6729,2025-10-30,2025-11-05,1200.42,completed,Atlanta,Atlanta,2025-10-31 11:24:27.390528
6485,466,6472,2025-10-30,2025-10-31,80.47,completed,Los Angeles,Los Angeles,2025-10-31 11:24:43.310761
6486,1415,7792,2025-10-30,2025-11-04,243.74,upcoming,Dallas,Dallas,2025-10-31 11:24:08.613319
6487,345,6206,2025-10-30,2025-10-31,41.61,completed,Atlanta,Atlanta,2025-10-31 11:21:39.288630
6488,37,7381,2025-10-30,2025-11-06,1650.39,cancelled,Phoenix,Phoenix,2025-10-31 11:22:04.783399
6489,1218,683,2025-10-30,2025-11-06,261.8,completed,Boston,Boston,2025-10-31 11:21:02.164485
6490,424,3502,2025-10-30,2025-11-04,163.22,cancelled,Boston,Boston,2025-10-31 11:25:01.480524
6491,484,8569,2025-10-30,2025-10-31,130.15,completed,Miami,Miami,2025-10-31 11:21:14.323300
6492,621,4571,2025-10-30,2025-11-01,388.85,completed,Dallas,Dallas,2025-10-31 11:24:37.780173
6493,1705,6773,2025-10-30,2025-11-02,156.07,completed,Boston,Boston,2025-10-31 11:23:41.591279
6494,1252,8552,2025-10-30,2025-10-31,247.68,completed,Los Angeles,Los Angeles,2025-10-31 11:24:52.689157
6495,664,8495,2025-10-30,2025-11-05,1226.99,upcoming,Dallas,Dallas,2025-10-31 11:24:32.724125
6496,755,4802,2025-10-30,2025-11-05,382.9,completed,Boston,Boston,2025-10-31 11:21:32.965938
6497,1611,7827,2025-10-30,2025-11-04,1202.26,completed,New York,New York,2025-10-31 11:21:17.611964
6498,628,7106,2025-10-30,2025-10-31,61.48,completed,Seattle,Seattle,2025-10-31 11:24:57.767494
6499,1169,140,2025-10-30,2025-11-02,343.38,completed,Dallas,Dallas,2025-10-31 11:24:32.065470
6500,1410,8615,2025-10-30,2025-11-01,88.57,completed,Miami,Miami,2025-10-31 11:20:57.828430
6501,660,9486,2025-10-30,2025-11-04,537.39,completed,Boston,Boston,2025-10-31 11:23:51.857034
6502,1337,6879,2025-10-30,2025-11-03,229.76,cancelled,Atlanta,Atlanta,2025-10-31 11:25:33.180371
6503,975,3584,2025-10-30,2025-11-05,1253.21,upcoming,Atlanta,Atlanta,2025-10-31 11:23:49.329000
6504,1826,8219,2025-10-30,2025-11-01,141.05,cancelled,Seattle,Seattle,2025-10-31 11:22:21.987917
6505,1999,6828,2025-10-30,2025-11-02,380.43,completed,Boston,Boston,2025-10-31 11:22:43.007928
6506,974,2614,2025-10-30,2025-11-03,150.43,completed,New York,New York,2025-10-31 11:23:52.466656
6507,615,1105,2025-10-30,2025-10-31,163.38,completed,Boston,Boston,2025-10-31 11:26:22.399349
6508,389,5989,2025-10-30,2025-11-05,517.2,cancelled,Miami,Miami,2025-10-31 11:21:06.885169
6509,395,4091,2025-10-30,2025-11-02,399.39,completed,New York,New York,2025-10-31 11:24:17.266990
6510,424,7347,2025-10-30,2025-11-05,217.39,completed,Los Angeles,Los Angeles,2025-10-31 11:24:41.329900
6511,327,7005,2025-10-30,2025-11-03,709.75,completed,Miami,Miami,2025-10-31 11:22:09.209531
6512,942,2775,2025-10-30,2025-10-31,223.69,completed,New York,New York,2025-10-31 11:23:45.125764
6513,1939,8003,2025-10-30,2025-10-31,52.01,upcoming,Chicago,Chicago,2025-10-31 11:21:15.970639
6514,1877,6121,2025-10-30,2025-11-02,606.56,completed,Chicago,Chicago,2025-10-31 11:22:51.253814
6515,1673,9557,2025-10-30,2025-11-01,118.3,completed,Dallas,Dallas,2025-10-31 11:24:12.189917
6516,1606,1325,2025-10-30,2025-10-31,211.63,completed,New York,New York,2025-10-31 11:23:43.891422
6517,1541,3894,2025-10-30,2025-11-03,978.89,completed,Boston,Boston,2025-10-31 11:24:44.319948
6518,445,4545,2025-10-30,2025-11-01,194.02,upcoming,Seattle,Seattle,2025-10-31 11:22:01.049622
6519,1032,4562,2025-10-30,2025-10-31,185.65,completed,Miami,Miami,2025-10-31 11:21:43.256162
6520,457,5572,2025-10-30,2025-11-03,428.19,completed,Boston,Boston,2025-10-31 11:24:00.610203
6521,1113,5158,2025-10-30,2025-11-01,73.49,upcoming,Los Angeles,Los Angeles,2025-10-31 11:21:08.728497
6522,1846,334,2025-10-30,2025-11-04,1134.83,completed,Denver,Denver,2025-10-31 11:21:39.259757
6523,154,3094,2025-10-30,2025-11-05,1014.65,completed,Chicago,Chicago,2025-10-31 11:22:20.968880
6524,211,2103,2025-10-30,2025-11-04,389.57,completed,Dallas,Dallas,2025-10-31 11:22:07.375852
6525,1984,3384,2025-10-30,2025-11-06,809.67,completed,New York,New York,2025-10-31 11:23:53.129309
6526,1427,6803,2025-10-30,2025-11-06,1024.84,completed,Atlanta,Atlanta,2025-10-31 11:25:23.551266
6527,796,5181,2025-10-30,2025-11-06,602.52,completed,Miami,Miami,2025-10-31 11:24:05.641349
6528,364,6790,2025-10-30,2025-11-02,373.77,completed,New York,New York,2025-10-31 11:24:40.690940
6529,960,2814,2025-10-30,2025-11-02,102.12,completed,Los Angeles,Los Angeles,2025-10-31 11:23:10.146692
6530,1687,5685,2025-10-30,2025-10-31,199.59,completed,Chicago,Chicago,2025-10-31 11:26:15.059822
6531,1801,2188,2025-10-30,2025-11-01,78.07,completed,Denver,Denver,2025-10-31 11:24:59.513567
6532,1169,2843,2025-10-30,2025-11-03,630.1,upcoming,Los Angeles,Los Angeles,2025-10-31 11:23:53.489402
6533,1253,5822,2025-10-30,2025-11-04,605.08,completed,Atlanta,Atlanta,2025-10-31 11:23:54.319416
6534,1731,9577,2025-10-30,2025-10-31,176.66,completed,New York,New York,2025-10-31 11:24:27.145290
6535,1684,9522,2025-10-30,2025-11-04,722.14,completed,Chicago,Chicago,2025-10-31 11:26:49.675957
6536,1976,1565,2025-10-30,2025-11-04,1094.62,upcoming,Seattle,Seattle,2025-10-31 11:25:09.454812
6537,992,9724,2025-10-30,2025-11-02,364.28,completed,Los Angeles,Los Angeles,2025-10-31 11:22:19.909841
6538,257,8756,2025-10-30,2025-11-05,999.82,completed,Denver,Denver,2025-10-31 11:21:25.596044
6539,43,3779,2025-10-30,2025-11-06,1482.55,completed,Seattle,Seattle,2025-10-31 11:25:12.020576
6540,1,1874,2025-10-30,2025-11-06,764.42,completed,Denver,Denver,2025-10-31 11:21:27.120417
6541,580,7700,2025-10-30,2025-11-04,1169.33,completed,Atlanta,Atlanta,2025-10-31 11:22:04.054187
6542,652,2556,2025-10-30,2025-11-04,1024.84,completed,Atlanta,Atlanta,2025-10-31 11:26:13.769529
6543,780,3817,2025-10-30,2025-11-05,542.31,completed,Chicago,Chicago,2025-10-31 11:24:42.955652
6544,1832,8442,2025-10-30,2025-11-03,197.24,completed,New York,New York,2025-10-31 11:24:59.229363
6545,108,4142,2025-10-30,2025-10-31,187.92,upcoming,Denver,Denver,2025-10-31 11:21:49.792189
6546,39,3634,2025-10-30,2025-11-03,222.48,cancelled,New York,New York,2025-10-31 11:22:36.171558
6547,845,3051,2025-10-30,2025-11-06,695.22,completed,Atlanta,Atlanta,2025-10-31 11:22:56.655979
6548,1270,1868,2025-10-30,2025-11-06,750.45,completed,Denver,Denver,2025-10-31 11:24:57.365749
6549,1889,7139,2025-10-30,2025-11-01,297.77,completed,Atlanta,Atlanta,2025-10-31 11:22:08.123475
6550,620,1,2025-10-30,2025-11-03,333.34,upcoming,Phoenix,Phoenix,2025-10-31 11:21:05.565263
6551,1792,2914,2025-10-30,2025-11-06,1527.1,completed,Seattle,Seattle,2025-10-31 11:21:18.081943
6552,986,2456,2025-10-30,2025-11-03,202.68,completed,Atlanta,Atlanta,2025-10-31 11:22:50.269648
6553,963,5217,2025-10-30,2025-10-31,195.87,completed,Phoenix,Phoenix,2025-10-31 11:23:08.638834
6554,1275,6368,2025-10-30,2025-11-01,350.7,cancelled,Chicago,Chicago,2025-10-31 11:26:29.010911
6555,925,6399,2025-10-30,2025-11-06,403.21,completed,Atlanta,Atlanta,2025-10-31 11:24:01.213666
6556,527,6538,2025-10-30,2025-11-01,182.13,completed,Boston,Boston,2025-10-31 11:22:13.470352
6557,355,8950,2025-10-30,2025-10-31,93.41,upcoming,Dallas,Dallas,2025-10-31 11:21:14.437461
6558,1640,7442,2025-10-30,2025-10-31,47.3,completed,Seattle,Seattle,2025-10-31 11:25:02.211941
6559,119,5115,2025-10-30,2025-11-04,936.44,completed,Miami,Miami,2025-10-31 11:24:40.786502
6560,63,7827,2025-10-30,2025-11-03,724.92,upcoming,New York,New York,2025-10-31 11:25:30.158047
6561,1368,1393,2025-10-30,2025-11-01,282.52,completed,Miami,Miami,2025-10-31 11:26:33.992291
6562,41,174,2025-10-30,2025-11-03,976.43,completed,Phoenix,Phoenix,2025-10-31 11:26:38.989095
6563,1144,2590,2025-10-30,2025-10-31,32.65,completed,Los Angeles,Los Angeles,2025-10-31 11:24:04.284361
6564,1211,3407,2025-10-30,2025-11-05,1177.6,completed,Miami,Miami,2025-10-31 11:24:18.558603
6565,298,2581,2025-10-30,2025-11-06,1500.88,completed,Denver,Denver,2025-10-31 11:20:55.755656
6566,672,5056,2025-10-30,2025-11-02,312.19,completed,Chicago,Chicago,2025-10-31 11:22:02.297296
6567,1524,5587,2025-10-30,2025-11-02,191.48,completed,Phoenix,Phoenix,2025-10-31 11:25:58.572093
6568,1876,5623,2025-10-30,2025-11-03,426.78,upcoming,Seattle,Seattle,2025-10-31 11:22:01.624458
6569,982,1603,2025-10-30,2025-11-02,860.13,upcoming,Seattle,Seattle,2025-10-31 11:23:56.537817
6570,390,7880,2025-10-30,2025-11-01,135.77,completed,Seattle,Seattle,2025-10-31 11:26:21.740187
6571,1085,8038,2025-10-30,2025-11-04,962.32,completed,Phoenix,Phoenix,2025-10-31 11:25:11.061205
6572,842,1100,2025-10-30,2025-11-05,429.52,completed,Dallas,Dallas,2025-10-31 11:23:13.885909
6573,1474,9442,2025-10-30,2025-11-05,1494.01,completed,Phoenix,Phoenix,2025-10-31 11:26:24.278552
6574,1297,169,2025-10-30,2025-11-04,805.83,completed,Los Angeles,Los Angeles,2025-10-31 11:22:24.976785
6575,222,9940,2025-10-30,2025-10-31,82.78,completed,New York,New York,2025-10-31 11:25:05.194781
6576,828,6892,2025-10-30,2025-11-04,426.67,upcoming,Chicago,Chicago,2025-10-31 11:21:30.659145
6577,1512,9515,2025-10-30,2025-11-04,1006.49,completed,Dallas,Dallas,2025-10-31 11:26:33.489369
6578,22,3918,2025-10-30,2025-11-06,342.94,completed,New York,New York,2025-10-31 11:21:15.984138
6579,740,6701,2025-10-30,2025-11-03,287.03,upcoming,New York,New York,2025-10-31 11:26:02.520426
6580,1324,7455,2025-10-30,2025-11-04,241.72,completed,Miami,Miami,2025-10-31 11:21:02.674553
6581,1408,9558,2025-10-30,2025-11-05,457.43,completed,Los Angeles,Los Angeles,2025-10-31 11:25:15.600738
6582,1727,2160,2025-10-30,2025-11-01,324.61,completed,Seattle,Seattle,2025-10-31 11:25:43.575888
6583,1163,1339,2025-10-30,2025-11-02,103.65,upcoming,New York,New York,2025-10-31 11:21:28.391642
6584,599,1595,2025-10-30,2025-11-02,649.15,completed,Los Angeles,Los Angeles,2025-10-31 11:26:51.237756
6585,1299,895,2025-10-30,2025-11-05,310.85,upcoming,Phoenix,Phoenix,2025-10-31 11:21:45.560262
6586,195,1897,2025-10-30,2025-11-04,549.98,upcoming,Denver,Denver,2025-10-31 11:26:48.809487
6587,494,5655,2025-10-30,2025-11-05,262.91,completed,Miami,Miami,2025-10-31 11:25:54.061522
